string3 0,string3 1,string3 2,string3 3,float 4,float 5,float 6,float 7,float 8,int 9,float 10,float 11,float 12,float 13,int 14
"chr363walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr363slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr363brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr363run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr364","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr364symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr364walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr364slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr364brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr364run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr365","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr365walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr365slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr365brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr365run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr367","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr367symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr367walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr367slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr367brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr367run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr368","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr368walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr368slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr368brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr368run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr369","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr369symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr369walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr369slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr369brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr369run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr370","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr370symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr370symbol02","bn01","f000","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr370walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr370slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr370brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr370run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr371","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr371symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr371walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr371slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr371brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr371run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr372","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr372walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr372slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr372brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr372run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr373","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr373walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr373slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr373brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr373run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr374","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr374walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr374slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr374brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr374run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr375","bn01","br01","",7.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr375symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr375walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr375slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr375brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr375run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr376","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr376symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr376walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr376slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr376brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr376run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr377","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr377symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr377walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr377slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr377brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr377run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr378","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr378symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr378walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr378slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr378brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr378run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr379","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr379symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr379walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr379slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr379brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr379run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr380","bn01","br01","",6.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr380symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr380walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr380slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr380brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr380run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr382","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr382walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr382slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr382brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr382run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr383","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr383symbol02","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr383walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr383slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr383brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr383run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr385","bn01","br01","",5.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr385symbol01","bn01","br01","",6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr385walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr385slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr385brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr385run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr387","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr387symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr387walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr387slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr387brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr387run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr388","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr388symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr388walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr388slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr388brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr388run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr389","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr389symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr389symbol03","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr389walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr389slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr389brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr389run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr390","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr390walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr390slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr390brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr390run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr391","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr391symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr391walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr391slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr391brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr391run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr392","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr392symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr392walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr392slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr392brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr392run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr393","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr393symbol01","bn01","br01","",2.4,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr393walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr393slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr393brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr393run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr394","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr394symbol01","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr394walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr394slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr394brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr394run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr395","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr395walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr395slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr395brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr395run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr396","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr396symbol01","bn01","br01","",6.24,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr396walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr396slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr396brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr396run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr397","bn01","br01","",6.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr397walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr397slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr397brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr397run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr398","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr398symbol01","bn01","br01","",3.6,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr398symbol02","bn01","br01","",5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr398walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr398slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr398brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr398run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr399","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr399symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr399walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr399slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr399brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr399run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr400","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr400walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr400slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr400brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr400run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr401","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr401symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr401walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr401slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr401brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr401run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr402","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr402symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr402walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr402slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr402brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr402run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr403","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr403walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr403slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr403brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr403run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr404","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr404symbol01","bn01","br01","",2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr404walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr404slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr404brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr404run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr405","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr405walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr405slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr405brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr405run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr406","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr406npc01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr406symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr406walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr406slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr406brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr406run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr407","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr407walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr407slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr407brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr407run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr408","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr408walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr408slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr408brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr408run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr409","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr409symbol01","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr409walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr409slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr409brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr409run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr410","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr410walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr410slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr410brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr410run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr411","bn01","br01","",7.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr411symbol01","bn01","br01","",3,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr411walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr411slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr411brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr411run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr412","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr412symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr412walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr412slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr412brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr412run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr413","bn01","br01","",7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr413symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr413walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr413slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr413brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr413run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr414","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr414symbol01","bn01","br01","",4.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr414walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr414slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr414brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr414run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr416","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr416walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr416slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr416brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr416run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr417","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr417walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr417slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr417brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr417run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr418","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr419","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr419walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr419slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr419brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr419run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr420","bn01","br01","",5.2,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr420walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr420slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr420brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr420run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr421","bn01","br01","",5.5,0,1,-1,-1,0,-1,-1,-1,-1,-1
"chr421walk","bn01","br01","",2.5,0,1,2.5,5,0,-1,-1,-1,-1,-1
"chr421slow_walk","bn01","br01","",1.5,0,1,1.5,3,0,-1,-1,-1,-1,-1
"chr421brisk_walk","bn01","br01","",3.5,0,1,3.5,7,0,-1,-1,-1,-1,-1
"chr421run","bn01","br01","",5,0,1,5,10,0,-1,-1,-1,-1,-1
"chr422","bn01","br01","",6.7,0,1,-1,-1,0,-1,-1,-1,-1,-1
