int 0,string 1,string 2,string 3,string 4,string 5,string 6,string 7,string 8,string 9,string 10,string 11
400156,"{fs26}{fc(ff516d)}{b1}{bt1}{bc(000000)}{ba(4d)}","","","","","","","","","",""
400157,"{fs32}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400158,"{fs32}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(4d)}","","","","","","","","","",""
400159,"{fs17}{fa2}{fc(b1dfff)}{b1}{bt1}{bc(050d14)}{ba(99)}","","","","","","","","","",""
400160,"{fs17}{fa2}{fc(ffb1c5)}{b1}{bt1}{bc(050d14)}{ba(99)}","","","","","","","","","",""
400210,"{fs28}{fc(050d14)}{b1}{bt1}{bc(ff9e04)}{ba(80)}","","","","","","","","","",""
400211,"{fs28}{fc(dfebf8)}{b1}{bt1}{bc(ab2525)}{ba(80)}","","","","","","","","","",""
400300,"{fs38}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400301,"{fs20}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400302,"{fs20}{fa0}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400303,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400304,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400305,"{fs20}{fa2}{fc(f0d438)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400306,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400307,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400308,"{fs18}{fa0}{fc(afc1d3)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400309,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400310,"{fs22}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400311,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400312,"{fs20}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400313,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400314,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400315,"{fs18}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400316,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400317,"{fs17}{fa2}{fc(b1dfff)}{b1}{bt1}{bc(050d14)}{ba(99)}","","","","","","","","","",""
400318,"{fs17}{fa2}{fc(ffb1c5)}{b1}{bt1}{bc(050d14)}{ba(99)}","","","","","","","","","",""
400320,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400321,"{fs38}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400322,"{fs20}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400323,"{fs19}{fa1}{fc(050d14)}","","","","","","","","","",""
400324,"{fs20}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400325,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr24}","","","","","","","","","",""
400326,"{fs20}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400327,"{fs20}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400328,"{fs20}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr24}","","","","","","","","","",""
400329,"{fs20}{fa2}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400330,"{fs20}{fa0}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400331,"{fs20}{fa0}{fc(dfebf8)}{lm8}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl30}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl30}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl30}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl30}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl30}","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl30}","","","","{fs18}{fa0}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{tl30}"
400332,"{fs20}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400340,"{fs38}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400341,"{fs20}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400342,"{fs20}{fa0}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400343,"{fs20}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400344,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400345,"{fs19}{fa0}{fc(00d8ff)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400346,"{fs19}{fa0}{fc(ff516d)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400347,"{fs19}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400348,"{fs18}{fa2}{fc(00d8ff)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400349,"{fs18}{fa2}{fc(ff516d)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400350,"{fs18}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400351,"{fs21}{fa2}{fc(00d8ff)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400352,"{fs21}{fa2}{fc(ff516d)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400353,"{fs21}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400354,"{fs17}{fc(ffb1c5)}","","","","","","","","","",""
400360,"{fs20}{fa1}{fc(f64e69)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{scr46}","","","","","","","","","",""
400400,"{fs22}{fa1}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400401,"{fs22}{fa1}{fc(ffbe36)}{fal(66)}","","","","","","","","","",""
400402,"{fs22}{fa0}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400403,"{fs22}{fa0}{fc(ffbe36)}{fal(66)}","","","","","","","","","",""
400404,"{fs26}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(050d14)}{ba(33)}","","","","","","","","","",""
400405,"{fs26}{fa2}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400406,"{fs26}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(fc5e20)}{ba(cc)}","","","","","","","","","",""
400407,"{fs26}{fa2}{fc(fc5e20)}{fal(66)}","","","","","","","","","",""
400408,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400409,"{fs62}{fc(ffffff)}","","","","","","","","","",""
400410,"{fs62}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400411,"{fs61}{fc(ffffff)}","","","","","","","","","",""
400412,"{fs61}{fc(050a14)}{fal(66)}","","","","","","","","","",""
400413,"{fs62}{fc(fc5e20)}{fal(66)}","","","","","","","","","",""
400414,"{fs61}{fc(fc5e20)}{fal(66)}","","","","","","","","","",""
400500,"{fs26}{fa1}{fc(00ffff)}{fal(4d)}","","","","","","","","","",""
400501,"{fs26}{fa1}{fc(ff00ff)}{fal(4d)}","","","","","","","","","",""
400502,"{fs26}{fa1}{fc(050a14)}{fal(80)}","","","","","","","","","",""
400503,"{fs26}{fa1}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(4d)}","","","","","","","","","",""
400504,"{fs20}{fa0}{fc(ff00ff)}{fal(4d)}","","","","","","","","","",""
400505,"{fs20}{fa0}{fc(00ffff)}{fal(4d)}","","","","","","","","","",""
400506,"{fs20}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(4d)}","","","","","","","","","",""
400510,"{fs22}{ia1}{lm10}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(cc)}{ft3}{tl27}","","","","","","","","","",""
400520,"{fs18}{fa1}{fc(050a14)}{fal(66)}{b1}{bt1}{bc(050a14)}{ba(33)}","","","","","","","","","",""
400521,"{fs33}{fa1}{fc(050a14)}{fal(66)}{b1}{bt0}{bc(050a14)}{ba(33)}","","","","","","","","","",""
400522,"{fs18}{fa1}{fc(fda7a6)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400523,"{fs33}{fa1}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
400524,"{fs18}{fa1}{fc(00ffff)}{fal(4d)}","","","","","","","","","",""
400525,"{fs18}{fa1}{fc(ff00ff)}{fal(4d)}","","","","","","","","","",""
400526,"{fs33}{fa1}{fc(00ffff)}{fal(4d)}","","","","","","","","","",""
400527,"{fs33}{fa1}{fc(ff00ff)}{fal(4d)}","","","","","","","","","",""
400528,"{fs18}{fa1}{fc(00ffff)}{fal(99)}","","","","","","","","","",""
400529,"{fs18}{fa1}{fc(ff00ff)}{fal(99)}","","","","","","","","","",""
400530,"{fs33}{fa1}{fc(00ffff)}{fal(99)}","","","","","","","","","",""
400531,"{fs33}{fa1}{fc(ff00ff)}{fal(99)}","","","","","","","","","",""
400532,"{fs17}{fa1}{fc(b1dfff)}{b1}{bt1}{bc(050d14)}{ba(99)}","","","","","","","","","",""
400533,"{fs17}{fa1}{fc(ffb1c5)}{b1}{bt1}{bc(050d14)}{ba(99)}","","","","","","","","","",""
400600,"{fs46}{fa1}{fc(d8f0ff)}","","","","","","","","","",""
400601,"{fs46}{fa1}{fc(00ffdc)}","","","","","","","","","",""
400602,"{fs46}{fa1}{fc(ff0022)}","","","","","","","","","",""
400605,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400606,"{fs20}{fa1}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
400700,"{fs40}{fa1}{fc(d8f0ff)}","","","","","","","","","",""
400701,"{fs10}{fa1}{fc(d8f0ff)}","","","","","","","","","",""
400702,"{fs40}{fa1}{fc(00ffdc)}{s}{sc(ffffff)}{sa(13)}{sox4}{soy2}","","","","","","","","","",""
400703,"{fs40}{fa1}{fc(ff0022)}","","","","","","","","","",""
400704,"{fs10}{fa1}{fc(00ffdc)}{s}{sc(ffffff)}{sa(13)}{sox3}{soy1}","","","","","","","","","",""
400705,"{fs10}{fa1}{fc(ff0022)}","","","","","","","","","",""
400750,"{fs48}{fc(ffffff)}","","","","","","","","","",""
500000,"{fs30}{fc(ffffff)}","","","","","","","","","",""
500001,"{fs30}{fc(ffffff)}","","","","","","","","","",""
500002,"{fs30}{fc(ffffff)}","","","","","","","","","",""
500003,"{fs30}{fc(ffffff)}","","","","","","","","","",""
500010,"{fs80}{fc(000000)}","","","","","","","","","",""
500011,"{fs80}{fa2}{fc(ffffff)}","","","","","","","","","",""
500012,"{fs42}{fa0}{fc(ffffff)}","","","","","","","","","",""
500013,"{fs36}{fa0}{fc(ffffff)}","","","","","","","","","",""
500014,"{fs36}{fa0}{fc(ffffff)}","","","","","","","","","",""
500020,"{fs24}{fa1}{fc(ffffff)}","","","","","","","","","",""
500021,"{fs30}{fa2}{fc(ffffff)}","","","","","","","","","",""
500022,"{fs30}{fa1}{fc(ffffff)}","","","","","","","","","",""
500023,"{fs30}{fa2}{fc(ffffff)}","","","","","","","","","",""
500025,"{fs24}{fa1}{fc(ffffff)}","","","","","","","","","",""
500026,"{fs30}{fa2}{fc(ffffff)}","","","","","","","","","",""
500027,"{fs30}{fa1}{fc(ffffff)}","","","","","","","","","",""
500028,"{fs30}{fa2}{fc(ffffff)}","","","","","","","","","",""
500030,"{fs42}{fa2}{fc(ffffff)}","","","","","","","","","",""
500035,"{fs42}{fa2}{fc(ffffff)}","","","","","","","","","",""
500040,"{fs42}{fa1}{fc(ffffff)}","","","","","","","","","",""
500045,"{fs42}{fa1}{fc(ffffff)}","","","","","","","","","",""
500050,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500051,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500052,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500053,"{fs30}{fa2}{fc(ffffff)}","","","","","","","","","",""
500054,"{fs30}{fa2}{fc(ffffff)}","","","","","","","","","",""
500060,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500061,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500062,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500063,"{fs30}{fa2}{fc(ffffff)}","","","","","","","","","",""
500064,"{fs30}{fa2}{fc(ffffff)}","","","","","","","","","",""
500070,"{fs24}{fa1}{fc(ffffff)}","","","","","","","","","",""
500075,"{fs46}{fa0}{fc(ffffff)}","","","","","","","","","",""
500076,"{fs46}{fa2}{fc(ffffff)}","","","","","","","","","",""
500080,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500081,"{fs30}{fa2}{fc(ffffff)}","","","","","","","","","",""
500082,"{fs30}{fa2}{fc(ff0000)}","","","","","","","","","",""
500085,"{fs24}{fa1}{fc(ffffff)}","","","","","","","","","",""
500090,"{fs24}{fa1}{fc(ffffff)}","","","","","","","","","",""
500100,"{fs24}{fa1}{fc(ffffff)}","","","","","","","","","",""
500101,"{fs24}{fa0}{fc(ffffff)}","","","","","","","","","",""
500102,"{fs24}{fa0}{fc(ffff00)}","","","","","","","","","",""
500105,"{fs24}{fa2}{fc(0080ff)}","","","","","","","","","",""
500106,"{fs24}{fa2}{fc(ffffff)}","","","","","","","","","",""
500110,"{fs24}{fa1}{fc(ffffff)}","","","","","","","","","",""
500111,"{fs24}{fa0}{fc(ffffff)}","","","","","","","","","",""
500112,"{fs24}{fa0}{fc(ffff00)}","","","","","","","","","",""
500115,"{fs24}{fa2}{fc(0080ff)}","","","","","","","","","",""
500116,"{fs24}{fa2}{fc(ffffff)}","","","","","","","","","",""
500120,"{fs30}{fa1}{fc(ffffff)}","","","","","","","","","",""
500125,"{fs30}{fa1}{fc(ffffff)}","","","","","","","","","",""
500130,"{fs80}{fa1}{fc(ffffff)}","","","","","","","","","",""
500131,"{fs80}{fa1}{fc(ffffff)}","","","","","","","","","",""
500132,"{fs80}{fa1}{fc(ffffff)}","","","","","","","","","",""
500133,"{fs80}{fa1}{fc(ffffff)}","","","","","","","","","",""
500134,"{fs80}{fa1}{fc(ffffff)}","","","","","","","","","",""
500135,"{fs80}{fa1}{fc(ffffff)}","","","","","","","","","",""
500140,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500141,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500142,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500143,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500144,"{fs80}{fa1}{fc(ffffff)}","","","","","","","","","",""
500150,"{fs30}{fa1}{fc(ffffff)}","","","","","","","","","",""
500151,"{fs30}{fa0}{fc(ffffff)}","","","","","","","","","",""
500152,"{fs30}{fa2}{fc(ffffff)}","","","","","","","","","",""
500153,"{fs30}{fa2}{fc(ff0000)}","","","","","","","","","",""
500154,"{fs20}{fa1}{fc(ffffff)}","","","","","","","","","",""
500155,"{fs20}{fa1}{fc(ffffff)}","","","","","","","","","",""
500500,"{fs25}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
500501,"{fs19}{fc(dfebf8)}{fa2}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
500502,"{fs19}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
500503,"{fs19}{fc(ffbe36)}{fa2}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
500504,"{fs28}{fc(010000)}{b1}{bt1}{bc(ffffff)}{tl16}","","","","","","","","","",""
500505,"{fs69}{fc(ffffff)}","","","","","","","","","",""
500506,"{fs28}{fc(0e1f32)}{b1}{bt1}{bc(748598)}{tl16}","","","","","","","","","",""
500507,"{fs69}{fc(748598)}","","","","","","","","","",""
500508,"{fs48}{fc(050a14)}{fal(80)}","","","","","","","","","",""
500509,"{fs48}{fc(ffffff)}","","","","","","","","","",""
500510,"{fs20}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
500511,"{fs22}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
500512,"{fs28}{fc(dfebf8)}{fa2}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
500513,"{fs28}{fc(dfebf8)}{fa0}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
500514,"{fs34}{fc(ffffff)}","","","","","","","","","",""
500515,"{fs14}{fc(010000)}{b1}{bt1}{bc(ffffff)}{tl15}","","","","","","","","","",""
500516,"{fs19}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
500517,"{fs20}{fc(dfebf8)}{ia1}{lm12}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
500520,"{fs20}{fc(dfebf8)}{ia1}{lm12}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
500521,"{fs34}{fc(828689)}","","","","","","","","","",""
500522,"{fs14}{fc(03070a)}{b1}{bt1}{bc(828689)}{tl15}","","","","","","","","","",""
500523,"{fs20}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
500524,"{fs34}{fc(837e72)}","","","","","","","","","",""
500525,"{fs14}{fc(1d180c)}{b1}{bt1}{bc(837e72)}{tl15}","","","","","","","","","",""
600000,"{fs19}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
600001,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600002,"{fs20}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600003,"{fs20}{fa0}{fc(31f1cf)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600004,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600005,"{fs20}{fa0}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
600006,"{fs20}{fa0}{fc(ffbe36)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
600007,"{fs20}{fa0}{fc(31f1cf)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
600008,"{fs19}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
600009,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600010,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600011,"{fs21}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600012,"{fs20}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
600013,"{fs18}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(cc)}","","","","","","","","","",""
600014,"{fs18}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(cc)}","","","","","","","","","",""
600015,"{fs18}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(cc)}","","","","","","","","","",""
600016,"{fs18}{fa2}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(cc)}","","","","","","","","","",""
600020,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}{tl15}","","","","","","","","","",""
600021,"{fs21}{ia1}{lm12}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600022,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}{scr34}","","","","","","","","","",""
600024,"{fs21}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","{fs18}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}{tl55}","{fs18}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}{tl55}","{fs18}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}{tl55}","{fs18}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}{tl55}","{fs18}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}{tl55}","{fs18}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}{tl55}","","","","{fs18}{fc(dfebf8)}{lm6}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}{tl55}"
600025,"{fs26}{fa0}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600026,"{fs20}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600027,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600028,"{fs20}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600029,"{fs20}{fa2}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600030,"{fs20}{fa2}{fc(fffabe)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600031,"{fs20}{fa2}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
600032,"{fs22}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
600033,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
600034,"{fs20}{fc(dfebf8)}{ia1}{lm10}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
600035,"{fs34}{fa1}{fc(050d14)}","","","","","","","","","",""
600036,"{fs38}{fc(ffffff)}","","","","","","","","","",""
600037,"{fs20}{fa0}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}","","","","","","","","","",""
700000,"{fs28}{fa1}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700010,"{fs20}{fa1}{fc(dfebf8)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
700011,"{fs20}{fa1}{fc(ffbe36)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
700012,"{fs20}{fa1}{fc(6e747b)}{s}{sc(050a14)}{sa(80)}{sox3}{soy1}{sd(11)}","","","","","","","","","",""
700020,"{fs26}{fc(dfebf8)}{ia1}{lm20}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700021,"{fs26}{fc(dfebf8)}{ia1}{lm20}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700022,"{fs21}{fc(dfebf8)}{ia1}{lm10}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700023,"{fs42}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700024,"{fs20}{fc(fffabe)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700025,"{fs28}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700026,"{fs20}{fc(dfebf8)}{ia1}{lm14}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700027,"{fs28}{fc(6e747b)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700028,"{fs20}{fc(6e747b)}{ia1}{lm14}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700030,"{fs26}{fa0}{fc(6e747b)}{ia1}{lm20}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700100,"{fs20}{fc(dfebf8)}{ia1}{lm14}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700101,"{fs20}{fc(000000)}","","","","","","","","","",""
700110,"{fs34}{fc(fffabe)}{b1}{bt0}{bc(000000)}{ba(cc)}","","","","","","","","","",""
700120,"{fs55}{fa0}{fc(dfebf8)}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
700121,"{fs20}{fa0}{lm13}{fc(dfebf8)}{b1}{bt1}{bc(000000)}{ba(80)}","","","","","","","","","",""
700130,"{fs42}{fc(dfebf8)}{b1}{bt0}{bc(000000)}{ba(80)}","","","","","","","","","",""
