int32 0,empty 1,int32 2,empty 3,empty 4,int32 5,empty 6,bool 7,bool 8,bool 9,int32 10,int32 11,float 12,float 13,string2 14,int32 15,int32 16,int32 17,int32 18,int32 19,int32 20,int32 21,int32 22,int32 23,int32 24,int32 25,int32 26,int32 27,int32 28,int32 29,int32 30,empty 31,int32 32,int32 33,int32 34,int32 35,int32 36,int32 37,empty 38,int32 39,int32 40,empty 41,int32 42,int32 43
91901,,919,,,91901,,false,false,false,0,20,-1,0.05,"",0,0,4700,1000,1460,10,856,10,198,320,60,320,260,320,260,160,,17,2640,8,1600,16,10725,,100,0,,0,0
92101,,921,,,92101,,false,false,true,0,20,1.8,0.05,"",0,0,16240,880,7600,3620,7130,3620,2370,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,100,0,,0,0
92601,,926,,,92601,,false,true,true,0,20,-1,0.05,"",0,0,19200,820,1040,70,1180,50,200,350,60,380,250,320,250,180,,12,2640,8,1600,16,10414,,100,0,,0,0
92701,,927,,,92701,,false,true,false,0,20,-1,0.05,"",0,0,2230,820,620,220,910,220,190,50,0,0,400,0,450,0,,12,0,0,0,0,0,,0,0,,0,0
92801,,928,,,92801,,false,true,false,0,20,-1,0.05,"",0,0,1400,400,950,950,680,650,220,90,0,0,350,0,330,0,,12,0,0,0,0,0,,0,0,,0,0
92901,,929,,,92901,,false,true,true,0,20,-1,0.05,"",0,0,3700,600,1868,515,598,345,410,270,60,240,230,240,230,160,,12,0,0,0,0,0,,0,0,,0,0
92902,,929,,,92901,,false,true,true,0,20,-1,0.05,"",0,0,23000,600,4414,1941,1264,1641,1400,50,100,100,90,100,90,160,,12,0,0,0,0,10915,,5,0,,0,0
93001,,930,,,93001,,false,true,true,0,20,-1,0.05,"",0,0,19650,600,2544,364,1364,242,190,210,60,240,240,240,220,200,,12,13000,24,5000,16,10440,,100,0,,0,0
93101,,931,,,93001,,false,true,false,0,20,-1,0.05,"",0,0,560,560,1590,1323,740,801,360,60,0,0,430,0,410,0,,12,0,0,0,0,0,,0,0,,0,0
93301,,933,,,95601,,false,true,false,0,20,-1,0.1,"",0,0,350,660,400,3290,550,1650,480,110,0,0,150,0,100,0,,12,0,0,0,0,0,,0,0,,0,0
93401,,934,,,93401,,false,true,false,0,20,-1,0.05,"",0,0,4730,800,1300,360,1150,120,580,170,0,0,260,0,240,0,,12,0,0,0,0,0,,0,0,,0,0
93501,,935,,,17801,,false,true,false,0,20,-1,0.05,"",0,0,1200,750,1090,50,1090,50,10,120,0,0,300,0,300,0,,12,0,0,0,0,0,,0,0,,0,0
93601,,936,,,91601,,false,true,false,0,20,-1,0.05,"",0,0,120,660,1600,3220,1510,3882,100,30,0,0,230,0,230,0,,12,0,0,0,0,0,,0,0,,0,0
93701,,937,,,91601,,false,true,false,0,20,-1,0.05,"",0,0,120,660,1600,3220,1510,3882,100,30,0,0,230,0,230,0,,12,0,0,0,0,0,,0,0,,0,0
93801,,938,,,91601,,false,true,false,0,20,-1,0.05,"",0,0,120,660,1600,3220,1510,3882,100,30,0,0,230,0,230,0,,12,0,0,0,0,0,,0,0,,0,0
93901,,939,,,91601,,false,true,false,0,20,-1,0.05,"",0,0,120,660,1600,3220,1510,3882,100,30,0,0,230,0,230,0,,12,0,0,0,0,0,,0,0,,0,0
94001,,940,,,49201,,false,true,false,0,20,-1,0.05,"",0,0,420,600,1500,3548,1200,3048,100,70,0,0,80,0,80,0,,12,0,0,0,0,0,,0,0,,0,0
94101,,941,,,60101,,false,true,false,0,20,-1,0.05,"",0,0,460,1000,2200,3000,3500,3216,1000,100,0,0,170,0,190,0,,12,0,0,0,0,0,,0,0,,0,0
94201,,942,,,97301,,false,true,false,0,20,-1,0.05,"",0,0,195,640,1360,2480,1070,1830,430,55,0,0,200,0,200,0,,12,0,0,0,0,0,,0,0,,0,0
94301,,943,,,73302,,false,true,false,0,20,-1,0.05,"",0,0,950,780,430,3990,1890,5290,620,50,0,0,100,0,100,0,,12,0,0,0,0,0,,0,0,,0,0
94401,,944,,,96901,,false,true,false,0,20,-1,0.05,"",0,0,920,1410,1450,3080,2370,3480,675,60,0,0,300,0,300,0,,12,0,0,0,0,0,,0,0,,0,0
95101,,951,,,95101,,false,false,false,0,20,-1,0.05,"",0,0,8100,220,900,135,52,135,154,150,60,360,250,360,250,160,,8,270,6,80,8,10394,,100,0,,0,0
95102,,951,,,95102,,false,false,false,0,20,-1,0.05,"",0,0,5240,220,1362,356,872,356,218,155,60,340,250,340,250,160,,8,270,6,80,8,0,,0,0,,0,0
95201,,952,,,95201,,false,false,false,0,20,-1,0.05,"",0,0,5440,500,800,110,176,110,164,120,60,340,250,340,250,160,,8,270,6,80,8,10579,,100,0,,0,0
95202,,952,,,95202,,false,false,false,0,20,-1,0.05,"",0,0,4080,500,1484,356,884,356,300,120,60,310,250,310,250,130,,8,270,6,80,8,0,,0,0,,0,0
95301,,953,,,95301,,false,false,false,0,20,-1,0.05,"",0,0,5240,360,850,110,176,110,174,120,60,340,250,340,250,160,,8,270,6,80,8,10580,,100,0,,0,0
95302,,953,,,95302,,false,false,false,0,20,-1,0.05,"",0,0,4080,360,1464,356,974,356,310,120,60,310,250,310,250,130,,8,270,6,80,8,0,,0,0,,0,0
95401,,954,,,95401,,false,false,true,0,20,-1,0.05,"",0,0,2090,600,878,52,478,28,394,500,100,320,130,320,120,160,,12,0,0,0,0,0,,0,0,,0,0
95601,,956,,,95601,,false,true,true,0,20,-1,0.1,"",0,0,16840,660,3350,1650,3600,1650,738,270,50,120,150,120,150,130,,18,20000,16,2400,160,0,,0,0,,0,0
95701,,957,,,95701,,false,false,true,0,20,-1,0.05,"",0,0,3370,300,498,334,213,165,173,260,100,300,225,300,190,160,,12,84,6,80,8,0,,0,0,,0,0
95801,,958,,,95801,,false,false,false,0,20,-1,0.05,"",0,0,3000,700,840,420,640,330,130,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,0
95901,,959,,,95901,,false,false,true,0,20,-1,0.05,"",0,0,10880,420,1840,540,724,400,380,270,60,320,250,320,250,160,,0,700,8,160,16,10401,,100,0,,0,0
96001,,960,,,96001,,false,false,false,0,20,-1,0.05,"",0,0,690,380,466,110,16,60,400,80,60,330,130,330,120,130,,0,84,6,80,8,0,,0,0,,0,0
96101,,961,,,96101,,false,false,false,0,20,-1,0.05,"",0,0,1060,410,330,300,300,380,320,80,60,330,130,330,100,130,,0,84,6,80,8,0,,0,0,,0,0
96201,,962,,,96201,,false,true,true,0,20,-1,0.05,"",0,0,18910,540,1998,566,1458,356,516,270,60,240,250,240,250,160,,8,664,10,320,32,10423,,100,0,,0,0
96202,,962,,,42302,,false,false,true,0,20,-1,0.05,"",0,0,5100,540,4582,1618,3992,1398,1350,150,100,50,150,50,150,200,,0,664,10,320,32,0,,0,0,,0,0
96301,,963,,,96301,,false,true,false,0,20,-1,0.05,"",0,0,3000,260,470,175,30,75,370,80,60,330,130,250,130,130,,0,84,6,80,8,0,,0,0,,0,0
96401,,964,,,96401,,false,true,false,0,20,-1,0.1,"",0,0,860,400,450,100,380,180,241,60,60,300,120,300,120,130,,0,24,4,40,4,10577,,5,0,,0,0
96501,,965,,,96501,,false,true,false,0,20,-1,0.05,"",0,0,6000,290,1300,530,230,490,280,40,60,170,40,170,40,130,,0,84,6,80,8,0,,0,0,,0,0
96601,,966,,,96601,,false,true,false,0,20,-1,0.05,"",0,0,2670,460,1570,660,590,290,580,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,0
96701,,967,,,96701,,false,true,false,0,20,-1,0.05,"",0,0,2330,530,1650,600,510,370,560,50,80,210,50,210,50,160,,0,264,8,160,16,0,,0,0,,0,0
96901,,969,,,96901,,false,true,true,0,20,-1,0.05,"",0,0,24160,1410,3650,2410,3920,2880,1175,270,100,200,100,200,100,200,,17,40000,24,6400,160,10171,,100,0,,0,0
97001,,970,,,97001,,false,true,true,0,20,-1,0.05,"",0,0,32000,960,2150,1290,3020,1480,675,60,100,200,100,200,100,200,,17,50000,24,6400,160,0,,0,0,,0,0
97002,,970,,,7502,,false,false,true,0,20,-1,0.05,"",0,0,8200,960,5020,1960,4660,1820,1446,200,100,0,100,0,100,160,,17,664,10,320,32,0,,0,0,,0,0
97101,,971,,,97101,,false,true,false,0,20,-1,0.05,"",0,0,4570,720,7134,2796,6424,2926,3340,150,100,0,100,0,100,100,,15,50000,24,6400,160,0,,0,0,,0,0
97201,,972,,,97201,,false,false,true,0,20,-1,0.05,"",0,0,9740,790,7484,3516,6694,3136,2960,200,100,0,100,0,100,100,,12,18000,24,6400,160,0,,0,0,,0,0
97301,,973,,,97301,,false,true,true,0,20,-1,0.05,"",0,0,22030,640,5622,2325,4262,2184,560,230,100,40,150,40,150,200,,18,35000,24,6400,160,10173,,100,0,,0,0
97302,,973,,,97302,,false,true,true,0,20,-1,0.05,"",0,0,7620,640,7454,2906,5324,2576,1450,150,100,0,100,0,100,100,,18,50000,24,6400,160,0,,0,0,,0,0
97401,,974,,,97401,,false,true,false,0,20,-1,0.05,"",0,0,2770,1040,800,840,1000,840,860,60,100,260,90,260,90,200,,12,50000,24,6400,160,0,,0,0,,0,0
97601,,976,,,97601,,false,true,false,0,20,-1,0.05,"",0,0,4780,820,8104,3246,8054,3246,2660,150,100,0,100,0,100,100,,12,50000,24,6400,160,0,,0,0,,0,0
97801,,978,,,36702,,false,false,false,0,20,-1,0.05,"",0,0,3450,260,510,296,100,156,133,270,100,320,250,320,250,160,,8,84,6,80,8,0,,0,0,,0,0
97901,,979,,,11101,,false,true,false,0,20,-1,0.1,"",0,0,690,100,370,190,45,150,199,60,60,300,120,300,100,130,,0,24,4,40,4,0,,0,0,,0,0
98001,,980,,,34101,,false,true,false,0,20,-1,0.05,"",0,0,450,300,420,115,186,125,210,80,60,330,130,330,130,130,,0,84,6,80,8,0,,0,0,,0,0
98101,,981,,,62101,,false,true,false,0,20,-1,0.05,"",0,0,540,300,700,184,136,134,240,80,60,330,130,330,130,130,,0,84,6,80,8,10621,,5,0,,0,0
98201,,982,,,61501,,false,true,false,0,20,-1,0.05,"",0,0,800,410,550,224,136,134,160,80,60,330,130,330,130,130,,0,84,6,80,8,10615,,5,0,,0,0
98501,,985,,,98501,,false,false,false,0,20,-1,0.05,"",0,0,3840,750,1458,465,1018,515,270,150,60,350,200,350,200,160,,8,264,8,160,16,10379,,100,0,,0,0
98502,,985,,,98501,,false,false,false,0,20,-1,0.05,"",0,0,19998,750,1390,760,1240,810,270,0,80,210,50,210,50,160,,8,264,8,160,16,0,,0,0,,0,0
98503,,985,,,98501,,false,false,false,0,20,-1,0.05,"",0,0,27550,750,3174,2515,3024,2565,809,100,100,50,100,50,100,50,,8,264,8,160,16,10379,,100,0,,0,0
98601,,986,,,60501,,false,true,false,0,20,-1,0.05,"",0,0,1920,800,710,320,640,200,218,130,60,360,200,360,200,180,,0,264,8,160,16,10605,,5,0,,0,0
98602,,986,,,60501,,false,true,false,0,20,-1,0.05,"",0,0,5790,800,645,225,575,75,750,130,60,360,200,360,200,160,,0,264,8,160,16,10605,,5,0,,0,0
98801,,988,,,98801,,false,false,true,0,20,-1,0.05,"",0,0,16240,870,8044,3876,8044,3496,3270,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,0,0,,0,0
98901,,989,,,98901,,false,false,true,0,20,-1,0.05,"",0,0,5740,850,6354,3726,5984,3316,3430,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,0,0,,0,0
98902,,989,,,70302,,false,true,true,0,20,-1,0.05,"",0,0,12500,850,5654,2136,4974,2416,2330,60,100,0,50,0,50,100,,0,664,10,320,32,10703,,30,0,,0,0
99001,,990,,,99001,,false,false,true,0,20,-1,0.05,"",0,0,13240,760,8064,2766,7774,2316,3440,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,0,0,,0,0
99002,,990,,,99002,,false,false,true,0,20,-1,0.05,"",0,0,5120,760,4986,1699,4366,1699,1514,150,100,0,100,0,100,160,,40,664,10,320,32,0,,0,0,,0,0
99101,,991,,,99101,,false,false,true,0,20,-1,0.05,"",0,0,6740,660,7144,4176,6964,4376,3390,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,0,0,,0,0
99201,,992,,,99201,,false,false,true,0,20,-1,0.05,"",0,0,13240,930,8174,3296,7334,3136,3560,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,0,0,,0,0
99301,,993,,,99301,,false,false,true,0,20,-1,0.05,"",0,0,27000,740,5920,3620,5300,3620,2530,60,100,260,90,260,90,200,,12,18000,24,3200,320,0,,0,0,,0,0
99401,,994,,,99401,,false,false,true,0,20,-1,0.05,"",0,0,12440,930,7974,3316,7394,3496,4110,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,0,0,,0,0
99402,,994,,,8601,,false,false,true,0,20,-1,0.05,"",0,0,2770,930,4462,1938,4852,2108,2398,150,100,0,50,0,50,160,,10,18000,24,3200,320,0,,0,0,,0,0
99501,,995,,,99501,,false,false,true,0,20,-1,0.05,"",0,0,14740,960,7864,3356,8124,3356,3520,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,0,0,,0,0
99601,,996,,,99601,,false,false,true,0,20,-1,0.05,"",0,0,17240,1110,8194,3446,7714,3336,3650,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,0,0,,0,0
99701,,997,,,99701,,false,false,true,0,20,-1,0.05,"",0,0,16240,820,8134,3386,7364,3276,3530,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,0,0,,0,0
99801,,998,,,99801,,false,false,true,0,20,-1,0.05,"",0,0,8970,660,6374,3026,6874,3016,1386,200,100,0,50,0,50,160,,12,9000,24,1600,320,0,,0,0,,0,0
99802,,998,,,99802,,false,false,true,0,20,-1,0.05,"",0,0,20870,660,7924,4106,8224,4096,2430,200,100,0,100,0,100,100,,12,18000,24,3200,320,0,,0,0,,0,0
99901,,999,,,99901,,false,true,true,0,20,-1,0.05,"",0,0,19830,780,4590,2210,5750,2794,950,230,100,40,150,40,150,200,,1500200,40000,24,3200,320,10733,,100,0,,0,0
99902,,999,,,99902,,false,true,true,0,20,-1,0.05,"",0,0,5940,780,6044,2576,6744,3046,1760,150,100,0,100,0,100,100,,12,50000,24,6400,160,0,,0,0,,0,0
